Id,Comment
@DuckDuck_9911,몇년전에 처음듣고 찾고있었는데 알고리즘덕에 알았습니ㅏㄷ..
@galileogalileyee,가사 진짜 심오하고 멋있다
@hala_madrid1056,진짜 즐기는게 보인다
@user-hx3ld4pb8r,나혼자 이영상 매일보는거 아닐꺼야....그치??
@user-kr216rt,최고
@user-sv6di2kk6r,A song that leads me when I'm tired and tired.  Still in November 2021  A song that causes people all over the world!
@user-pl6zc2mc6s,어릴때 듣고 무슨노래였는지의 의문이 3년만에 풀렸다.. ㅠㅠ
@bigfanofyewon6807,이상하게 국뽕이 차오르는노래.........
@shk961,어쩌다 최근에 처음 듣게 됬는데 진짜 온몸에 전율이 ㄷㄷ
@bada9894,팝에 꽂히는 경우는 거의 없는데 이 곡만큼은
@user-dm2vm7wy8d,제발 코로나가 끝나면 내한공연 제발 한번만 더 제발재발제발
@user-yl9dg3wr3c,어째 인류가 이 노래를 부를 날이 머지 않았을거 같다
@highhigh2620,요즘 듣기 좋은 노래
@user-tk7mk2wx8r,와 함성소리....와 전율이ㄷㄷ
@user-lm9hj5uw4l,2:11 저때 손피한다고 박자놓치는 상상했닼ㅋㅋㅋㅋㅋㅋ머릿속에 둥둥둥둥 치다가 둥둥...둥...하는 내가 너므 잘 상상된다 ㅣㅋㅋㅋㅋㅋㅋ
@GQ-lh6up,초등학생때 마인크래프트 fallen kingdom 듣고 이 노래를 알았는데 이 노랜몇년이 지나도 좋다
@user-yo6lx9bv9w,웅장이 가슴해진다 ㄷㄷ
@user-lm1zr9ek5q,핸드폰으로 듣기만하는나도 가고싶다ㅜㅜㅜㅜㅜㅡㅜㅜㅜㅜㅜㅜㅡㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅡ
@MUT_Se_hyeon,할아버지 할머니 세대 : 라떼는 비틀즈가... 어머니 아버지 세대 : 라떼는 퀸이... 우리세대 : 지금은 콜드플레이가...
@user-su9zc9kn5u,이거 들으면서 개 데리고 산책시키면 개가 아니라 사자 데리고 다니는 기분임
@Hosupkim,Thank you
@user-bw4wh2pl8i,전주만 들어도 웅장하거 지리는 노래 ㅋㅋ
@user-pt4er3wx7f,대학교 기숙사에 쳐박혀서 공부만하다가 이 영상 보니까 한대 맞은거 같네요. 나는 무엇을위해 공부를하지. 저렇게 즐거운 인생을 살려면 분명 공부가 정답은 아닐텐데 .. 나는 왜 공부가  정답이 아닌걸 알면서도 계속 손에 펜을 쥐고있지.. 나는 왜  인생을 즐기지 못하지.... 내일이면 이 기분도  사라지고 다시 익숙한 펜을 잡고 기숙사에 쳐박혀서 공부를 하겠지
@gray8921,예루살렘의 종소리가  라는 가사에 실제로 종치는 소리가 나즈막히 들리는게 최고인듯
@no5413,노래좋당ㅎㅎ
@user-tx5is4ws5l,와 그냥 존1나 멋있다 ㄷㄷ
@user-rt5pj1bj2v,가사대로 코로나는 폭군이고  코로나 종식되는 날 폭군이 죽었다는 의미로 이 노래가 울렸으면
@idonggun1124,죽었을때 귀는 30분동안 열려 있는다 하는데 그때 이노래가 귀에 울려퍼지면 좋겠다
@11ffgggggggg,진짜 돌았다 어떻게 이런 노래를 썼지 드럼 박자랑 똑같이 가슴 뜀... 근데 또 가사는 마냥 신나고 밝지 않아서 애틋함이 함께 묻어나는 듯
@user-nj6zc9dx4l,콜드플레이가 얼마다 대단한 분들인지 모르고 그냥 이름만 알다가 엄청난 분들인걸 알게된 계기입니다 ㅠㅠㅠㅠ
@user-or1yh2dc8u,인생에서 성공하면  이런 기분이겠지
@user-lc9xv2kt8k,핸드폰 액정 밖에서도 미치는데 저 자리서 다같이 때창하면 진짜 재밌겠다
@Junme999,이노래 진짜 웅장하고 들을때마다 전율미침 특히 북인가? 칠때 퉁퉁 거리는게 진짜 너무 전율이..어우
@leesss2825,아 와 진짜 미쳤다.....
@user-sb8gw9wz1y,저걸 영화로 만들면 조질듯
@CatStew258,북치면서 엇박으로 종까지 치냐 대단하다 ㄹㅇ
@user-vj5bm4sv8q,웅장하고 벅찬다ㅠㅠ
@Sacdoo,슬픈 노래도 아닌데 왜 눈물이 나지.. 진짜 신기하네..
@user-gl7xt4fl3n,"번역 매끄러운거 보소... '그' 사람이 했다면 어땠을까..어땠을까...어땠을까아... ""나는 세상을 지배하곤 했었지.""로 시작할라나.."
@user-sf1qt7fs3d,제목이 기억 안 나서 북 치는 무대라고 쳣는데 최상단에 뜨네ㅋㅋㅋ 아주조아
@junghyun7900,진심 멋지다
@user-bu2un5kk6i,포레스텔라 공연때 피날레곡으로 들었던 곡인데 멋지네요~~
@user-bn3ot4ji4f,이거 가사 잘보면 약간 찬송가+팝송 같음
@mashmello460,2021 설날 연휴입니다 생존자는 손을 들어주세요
@user-mn9uj7fx9c,며칠 전 쿠팡플레이 콜드플레이 콘서트 보고 다시 왔습니다. 온라인이었어도 저 음절 하나만 들어도 가슴이 뜨거워짐
@user-cq8qb8vw5g,진짜 명곡+레전드 라이브
@chardri7934,"I used to rule the world Seas would rise when I gave the word Now in the morning, I sleep alone Sweep the streets I used to own  I used to roll the dice Feel the fear in my enemy's eyes Listen as the crowd would sing Now the old king is dead! Long live the king!  One minute I held the key Next the walls were closed on me And I discovered that my castles stand Upon pillars of salt and pillars of sand  I hear Jerusalem bells are ringing Roman Cavalry choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field  For some reason I can't explain Once you go there was never, never a honest word And that was when I ruled the world    It was a wicked and wild wind Blew down the doors to let me in Shattered windows and the sound of drums People couldn't believe what I'd become Revolutionaries wait For my head on a silver plate Just a puppet on a lonely string Oh, who would ever want to be king?  I hear Jerusalem bells are ringing Roman Calvary choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field  For some reason I can't explain I know Saint Peter won't call my name Never an honest word But that was when I ruled the world  Oh, oh, oh, oh, oh I hear Jerusalem bells are ringing Roman Calvary choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field  For some reason I can't explain I know Saint Peter won't call my name Never an honest word But that was when I ruled the world"
@ysm2303,2019년 마지막을 이 곡과 함께 하다
@SeoCheonNS,사랑 관련한 노래가 아니어도 얼마든지 훌륭한 노래가 나올 수 있다는걸 알게된 대표적인 노래죠.
@sionjoe4223,라이브 쩐다.... 저렇게 움직여도 흔들리지 않아
@Arbalest150,나의 거울과 검과 방패가 되어주오 이방의 선교자들이여   가사부터 간지남
@whitelive7498,보고 있나? 박지훈? 번역은 이렇게 하는 거야!
@yongheemoon6971,내인생이 마무리 되면 나오면 좋겠는 노래 1위
@user-bk2zx6vn6l,하루빨리.코로나가 사라지길..ㅠㅠ 이장면들 보니 괜히 눈물나네요 콜드플레이 한국오고파 한다는데...call주최?가 없는듯 ㅠㅠ
@user-el3jh5zu5p,2:11 !?
@user-rn9sl9il4x,음원사재기 땜에 빡처서 귀정화하러 옴
@user-yy1dz2xe6c,기빨릴때 ᆢ 충전^^ 완료했습니다
@luxulee9407,신나는 비트에 서글픈 가사. 그런데 응원이 됨.
@longlivethegombo,시민의 왕이 등극한 프랑스의 상황을 으스트리아의 작은 도시에서 들은 샤를 10세의 상황
@user-he9bc4qs2v,이거 진짜 콘서트 찍은거에요?  무슨 영화에 한 장면같네......
@user-jg2wq2cd7r,너는 해낼 수 있어 너는 뭐든지 할 수 있어..
@user-sx5qr2yv7z,긴장되고 힘들때마다 듣는곡
@user-cu3id7eh3l,"""나는 퇴물이란 단어가 진짜 싫었음.. 전성기가 지났다는 거니까.. 지금은 퇴물이란 단어를 받아도 감사함을 느낌 나도 전성기가 있었다는 거니까"" 라는 명언"
@user-nv7kj3jn8t,2:11 ㅇㄴㅋ⫬ㅋ⫬ㅋ⫬ 왜 손집어넣는데 ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬
@JH-gs3mh,Queen 다음으로 라이브충격을 준 아티스트... 아티스트의 최고의 라이브실력과 열정적인 브라질관중들이 만들어낸 최고의 라이브영상 특히 3:00
@user-co7vg7to2i,제주 탑동골목 2021년 10월 5일 오후 9:17 손님 신청곡      현재 탑동골목에서 손님이 신청한 노래입니다:)   좋은 영상 감사드립니다
@it_will_b_ok,3:38 북치는 사람 한계점 와서 몸 꼬이기 시작한듯 ㅋㅋㅋ
@LONG100B,이것만 들으면 나도모르게 책상을 북소리에 맞춰서  치게되네
@user-io1qj8bt8v,힘내쟈
@user-tl1ff5pf7v,가사가 죽인다^^*@@@@¤¤¤☆!
@qkrgk8173,영국이 음식을 포기하고 프랑스가 음악을 포기할 때 왜 우리는 먹을 거 재배하면서 노래했냐고
@user-rr5td2hs2w,와 북치는형 안힘드나 조낸 힘들꺼같은데  저거 1분만 저렇게쳐도 개힘들던데
@osanraven,역시 황석희야
@user-ig3px5oi9e,Long Live the Queen!
@user-lv4ko4vo7g,분명 저사람들도 집가서 침대에누워서 실실 쪼겔거야
@jjangggaeramen,보헤미안 랩소디처럼 콜플도 나이가 들때 영화 만들어졌으면 좋겠다 영국밴드끼리
@LOL_is_fun17,한국에 오시면 열창하러 간다 꼭
@user-pp6dd8yn9n,이영상은 수도 없이 봤는데 볼때마다 벅차오르냐
@user-ct9en8el4p,이 라이브 영상 들으면 음원 못 들어 진짜...
@user-vs4ls5lg7d,“시험공부 안해도 백점 받을 것 같은 노래” -기말 3일 남은 중딩 리뷰: 평균 95.3
@user-ft3fp5ow7n,유튜브 뮤직이 있어 정말 다행이다 ㅜ.ㅜ
@dodotv8133,이게 콘서트지.. 그냥있던노래나부르고 하는게아니라 정말 같이 즐기러 관중과 놀러온기분
@user-gv8vi9gh3o,"할아버지께서는 아빠에게 비틀즈에 대해서 말했어 ,  그리고 아빠는 나에게 퀸에 대해 말했지  , 이제 나는 자식에게 콜드플레이를 말해줄거야."
@user-pf1bq9bn5k,코로나 땜에 집에서 이거 듣는사람?
@is-pv9zl,콜드플레이 노래들으면 왜캐 신나면서도 웅장하면서 뭔가 울컥하지? ㅠㅠ 노래가 너무 좋아서 그런가? 콜드플레이는 진짜 비틀즈 퀸에 이어서 최고의 밴드같다 보컬 크리스 마틴 목소리도 너무좋고 정말미쳤다~~
@lovelycoco717,이곡 열라 슬퍼
@entp3377,정말 뜬금이지만 뒤에서 계속 북치는 사람 두더지 게임 잘하겠다
@user-dq6ek8vu4q,그래 이 북소리가 내 심장을 울린다고
@habalagigoul3901,사실 2012년 여름에 '몰락한 왕국(Fallen Kingdom)'이라는 마인크 패러디 영상에서 처음 들었다가 2014년에 진짜 원곡을 알게 되었는데 ㅎㅎㅎ  이젠 추억이 되어가는구나
@user-zh6bm1hk8l,이게 내가 생각하는 진정한 팝스타 그냥 무대에 서있기만해도 아우라가 뿜어져 나오네
@user-vm3dq3sg8s,2020 9월입니다 생존자는 손을 들어주세요
@user-qg5lx7rf6r,@2:32 고 윌~
@user-uk4bs6tb2k,롤실력 갑자기 올라서 마스터티어까지 수직상승했을때 매순간 이노래 틀었었음 그래서 항상 뭘 도전할때 이노래 듣는 습관이생김
@yongheekim1826,That was so relaxing when i was there
@HSK9134,러시아의 침공으로 고통받는 우크라이나 사람들이 전쟁에서 승리하고 거리에 이 노래가 울렸으면
@sunset__02,2020/8/24 원하는 대학 수시로 합격후 오겠습니다. 수시발표 11월..그때 좋은 결과 들고 오겠습니다. 2020/11/3 드디어 수시결과      합격했습니다!! 이 노래가 절 합격의 길로 이끌었습니다!
@user-iu5qu8mc9j,이 무대 볼 때마다 움 막상 듣기만 할 때는 그렇게 신나는데....
@MrWitch4w,진짜미쳤다
@mangnyeong._.,이거 들은후로 음원을 못듣겠다....
@user-hn9nr2tf8m,1:05 긴급속보입니다. 공연장에 오스트랄로 피테쿠스 불법 난입으로 인하여.......
@hykk-kx6ml,2017년 4월 내한 절대 잊지 못한다 ㅠㅠ 그때 현장감은 아직도 기억나서 소름
@user-sirius3,viva la vida = 인생이여 만세
@user-dw8fv1qv1t,노래는 군중을들썩이게하고 군대는 군장을 들썩이게한다
@user-ek6tc3qh8k,2020 9월 듣는사람..? 뭐했다고 벌써 9월인지...
@user-qv6lx2fl3q,또 보러왔슴메~
@O.Oforthe1,내 버킷리스트 중 하나... 콜드플레이 콘서트 가기
@user-fg2zm1ig4o,한국은 랩의 나라가 아닌 락의 나라가 되었어야했다
@june9369,2019년 수험생들 힘내세요 화이팅!!
@intelak4965,빌보드 Hot 100 1위 축하합니다~!!!!!!!!
@national_power_level,여기 번역 맛집이네 ㄷㄷ
@user-sj7gv7im7t,저관객중 코로나 확진자 한명이 있으면 생각을 했는데 존나 끔찍하다
@user-wh3nd3fq2t,2019년 12월 이영상 보러온사람 손!
@user-eq9wu2ej7l,아아아 비바라비다 비바라비다
@AllYouNeedlsL0ve,영화관에서 보았던 Live at River plate.. 제 짧은 인생에서 가장 인상깊었던 영화 중 하나입니다 콜드플레이가 전해준 가르침 Believe in love 항상 잊지 않을게요
@user-zm9cc5tj8i,"2:10 크리스 마틴이 손 넣고서 대머리 아저씨 반응 대머리 아저씨: ""오호 이새끼봐라?"" 크리스 마틴: ""쳐 보던가 ㅋ"""
@eeekenaranaa5324,가사가 너무 철학적이고 인생무상과 인간의 본성 나약함 이런것들을 느낄 수가 있다 명곡은 영원하다
@MungTaengYi,이 정도면 이세계에서 왕이었다가 돌아온거 아님?
@user-yf1uz4sc8l,노래가 너무 슬프다...
@user-sd9kf4dp1b,저형 저옷디게 좋아하나보네 ㅋㅋ
@user-pj7ww8qi7l,0:09 1:05 이 사람은 1분동안 저러고 있던거임?ㅋㅋㅋㅋ
@user-kk2lq4tw8m,와...무슨 영화 끝날때 마지막에 나오는 엔딩장면 같다..
@user-db4vn3pk1k,long live the king!
@minimani3752,2020.11.01 생존자 손
@redmanandpigs,아직 듣고 있진 않겠지?
@user-nj3vx2si5t,너무 이뿌다 한국에서의 공연도 이뿐 편집 부탁드립니다
@noah0411,3:11 쾌감 지린다 진짜..ㄷㄷ
@user-sf4et7wo6c,2021년도에도 보려고 온사람 손
@user-rx2uz3ld2b,퀸이없는시대를달래줄콜드플레이임 ㄹㅇ
@user-nb9qy1jo5t,와 지린다
@user-uz5nt8il2w,전주만 들어도 온 몸에 닭살이 다 돋는 노래는 이거 따라갈 곡 없음.
@TheReds1,2020년 8월 이후에 온 사람 없겠지?
@user-vp3zm9tr2y,"고등학교 합격해서 오겠습니다, 약 100일 남았다."
@Kkukkuleo,워어어어 떼창할 때 갑자기 울컥하면서 눈물 나지.... 안 그랬는데ㅠㅠ....
@vacation109,이건 주기적으로 봐줘야돼
@user-zx3ir7kd7b,아 한국에서 해주면 이거 10배는 들려줄 수 있는데
@sunset__02,나는 어떻게 양손으로 북이랑 종 박자를 다르게 칠 수 있는지 신기하다...내가 치면 중간에 박자가 같아질텐데..ㅋㅋㅋㅋ
@user-yt6hd5xu2i,와 죡댄다 진짜 직관가고싶다
@jinheepark3264,땅속에 있다가 세상밖으로 꺼내져서 숨쉴수있게 해주네요
@apro8900,노래이름이 '비바라비다' 인데 '비바람이다' 라고 검색하면 뜸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ 개웃기네
@user-np6xk8bk5c,2:11 북 칠 때 손 잘못 집어넣어서 맞으면 존나 갑분싸아니냐ㅋㅋㅋ
@mytrue8763,good song
@boocdl625,"voice, sound, beat, meaning of the lyric and human DNA"
@--____-,1:04 ㄹㅇ 이러지맙시다 뒤에잇는사람은 개때리고싶으니까
@user-nb3in7yb1k,2020년 11월 입니다  생존자 는 손을 들어주세요!
@user-cx8cg8kv7l,레전드지 그냥
@user-ny4qp7lt3i,"I used to rule the world  Seas would rise when I gave the word Now in the morning I sweep alone Sweep the streets I used to own I used to roll the dice Feel the fear in my enemy's eyes Listen as the crowd would sing Now the old king is dead, Long live the king One minute I held the key  Next the walls were closed on me And I discovered the my castles stand Upon pillars of salt and pillars of sand I hear Jerusalem bells a ringing Roman Cavalry choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain Once you go there was never Never an honest word But that was when I ruled the world It was the wicked and wild wind Blew down the doors to let me in Shattered windows and the sound of drums People couldn't believe what's I'd become Revolutionaries wait For my head on a silver plate Just a puppet on a lonely string Oh who would ever want to be king? I hear Jerusalem bells a ringing Roman Cavaly choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain I know Saint Peter won't call my name Never an honest word But that was when I ruled the world I hear Jerusalem bells a ringing Roman Cavalry choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain I know Saint Peter won't call my name Never an honest word But that was when I ruled the world"
@GoYounhazzang,와줘 제발..
@jkkim3709,가사가 이렇게 심오한지 모르고 흥얼됬네요
@KimchiKimchiYoutube,대머리 아저씨 뭐지? 개고수 인데? 박자 지린다
@juicepower2012,흐르려는 눈물을 억제하며 들어야할지 살짝 흘려야할지 고민하게되는 곡 드럼소리가 심장박동소리로 오해되는 곡
@user-nc4by6zc9n,굳보이즈
@polaris9181,때창이 가장 잘 어울리는곡
@user-pg9qb3vt6c,
@CMC93.7.15,자신을지배하는자 세상도지배할수있다
@user-dw6nl8ym6d,멋지다
@user-rb4cp9lu5s,출산 축하드립니다
@user-uv7eg8jd4l,가사 정말 좋은데.......~☆☆☆☆☆
@kkolzi,어우...소름
@imjmwdp1,캬
@secretary6271,코로나 종식 되면 이벤트로 공연하면 크
@o6974,관객와우 대박
@user-vt4e,"타락한 성공에게 희망을, 우리는 위대했음을."
@Ganji_name,와 진짜 띵곡 인정...
@user-yh2kw6xe2n,몰락한 왕의 심경 이야기를 왤케 신나게 만들었냐. 좋긴 오지게 좋네. 쿨해서 유쾌하게 느껴지긴 한다.ㅋ
@jameslee9080,"그들은 우릴 벅차게 하며, 내 지금을 박차오르게 한다. 오늘날 최고의 미셔너리, 콜드플레이"
@user-br8yi8ic7b,음악이 맘에드는데 언어가다르니 내용을 잘모르겠는게안타깝다...번역기를 돌릴수있거나하면좋을텐데....가사번역감사해요~
@user-lf1jq1xx1t,와 이걸 라이브로 들으면 얼마나 지릴까???
@user-yb1us9zf9h,
@user-jk1ft3fv5t,진짜 가사 존나멋있다..
@S0odal,이거 보고 콜드플레이 콘서트 가기 버킷리스트 추가함
@user-tr6fv9do8t,와 진짜 이노래는 백번 천번 들어도 질리지가 않아.. 진짜 가슴벅차오르고 내가 다 기쁨. 혹시 이런노래 알고 계신분 있으면 추천좀.. 개좋으면 넙쭉 절할께.(_ _)
@user-go6gx3oh1j,"I used to rule the world  Seas would rise when I gave the word  Now in the morning, I sleep alone  Sweep the streets I used to own  I used to roll the dice  Feel the fear in my enemy's eyes  Listen as the crowd would sing  Now the old king is dead! Long live the king!  One minute I held the key  Next the walls were closed on me  And I discovered that my castles stand  Upon pillars of salt and pillars of sand  I hear Jerusalem bells are ringing  Roman Cavalry choirs are singing  Be my mirror, my sword and shield  My missionaries in a foreign field  For some reason I can't explain  Once you go there was never, never a honest word  And that was when I ruled the world  It was a wicked and wild wind  Blew down the doors to let me in  Shattered windows and the sound of drums  People couldn't believe what I'd become  Revolutionaries wait  For my head on a silver plate  Just a puppet on a lonely string  Oh, who would ever want to be king?  I hear Jerusalem bells are ringing  Roman Calvary choirs are singing  Be my mirror, my sword and shield  My missionaries in a foreign field  For some reason I can't explain  I know Saint Peter won't call my name  Never an honest word  But that was when I ruled the world  Oh, oh, oh, oh, oh  I hear Jerusalem bells are ringing  Roman Calvary choirs are singing  Be my mirror, my sword and shield  My missionaries in a foreign field  For some reason I can't explain  I know Saint Peter won't call my name  Never an honest word  But that was when I ruled the world"
@user-pd6pv1mg3b,"드럼치는 윌 초창기땐 험악하긴해도(?) 머리 있었어요!!! 피아노, 기타, 베이스까지 할줄알고 노래도 꽤 잘부르는 만능이라구요...ㅋㅋ"
@i_love_frog,웅장해진다
@user-ut7lb2ky5s,"항상 인생의 난관과 부딪힐 때마다 찾게되는 명곡인 듯.... 다들 못갈거라 했던 과고를 준비하면서 많이 울고  외롭고 힘들었지만 이 노래가 그런 마음을 치유해준 거 같음 결국 과고 진학에 성공했고, 합격통보 받은 후 남산타워 가서 이 노래를 들었을 때의 그 흥분과 희열이 아직도 생각남. 그러나 내신 망치고 붕 떠버려서 방황을 하게 되었고 그 때 이 노래가 다시 한번 내 멘탈을 되잡아 다시 불을 붙혀줌. 한없이 나약하고 어린 한 사람에게 꿈과 열정을 부여해준 노래. 그런 학생은 올해 고3으로 이 노래와 함께 정시로 의대를 가려 합니다. 과고 붙었을 때보다 더 힘들고 어려운 도전이라 생각하지만 노력없인 성취할 수 있는 것도 없고 부딪혀보지 않고 얻을 수 있는 것도 없기에 오늘도 이 노래와 함께 책에는 정해진 답을, 인생이란 책에는 내가 원하는, 하고싶은 답을 적어 나갑니다. 전국 고3 여러분, 11년 간 고생 많이 하셨습니다. 어떨 때는 길고 어떨 때는 짧은 시간이었고, 힘들고 괴로웠단 시절도 있을 겁니다. 그래도 우리가 피눈물 흘려가며 했던 우리의 노력이 곧 빛을 발하는 시간이 다가옵니다. 마지막 1년, 화이팅합시다. 우리의 꿈과 미래를 위하여. 과고 붙고 남산타워에서 느꼈던 그 희열, 어쩌면 그것보다 더 할 그 느낌을 기약하며."
@luckguy8376,그냥 신나고 축제내 완전
@illililllliil,무심코 tv보다가 현대카드 광고에서 viva la vida 도입부만 나오는데 진짜 찌릿찌릿
@janjanbari03,가슴이 웅장해진다
@user-vs5xw6oi6z,무한반복중! 종소리가 귀에서 계속 나는 신기한 경험
@jungwon9251,인생만세
@NASDAQLOGI,절제된 줜내 신나는 곡
@user-fk9ji8qr1z,"앨범 이미지음악재생 I used to rule the world Seas would rise when I gave the word Now in the morning I sweep alone Sweep the streets I used to own I used to roll the dice Feel the fear in my enemy's eyes Listen as the crowd would sing Now the old king is dead, Long live the king One minute I held the key Next the walls were closed on me And I discovered the my castles stand Upon pillars of salt and pillars of sand I hear Jerusalem bells a ringing Roman Cavalry choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain Once you go there was never Never an honest word But that was when I ruled the world It was the wicked and wild wind Blew down the doors to let me in Shattered windows and the sound of drums People couldn't believe what's I'd become Revolutionaries wait For my head on a silver plate Just a puppet on a lonely string Oh who would ever want to be king? I hear Jerusalem bells a ringing Roman Cavaly choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain I know Saint Peter won't call my name Never an honest word But that was when I ruled the world I hear Jerusalem bells a ringing Roman Cavalry choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain I know Saint Peter won't call my name Never an honest word But that was when I ruled the world"
@berk0876,흰티셔츠 멋지다
@note5096,2:53 와 북치는 형 팔에 테이핑까지 하셨네 ㄷㄷ 진짜 보기민 해도 힘들다
@user-ty2eq5fd8g,진짜 어떻게 이런 노래를 만들수있을까...자신의 전성기를 떠올리며 만들었다고 들었는데 이노래 자체가 전성기고 이곡이 콜드 플레이 같다
@user-xu7so2dt9c,"시험기간, 밤새도록 공부하고 도서관 나오면서 일출 보며 듣던 노래"
@aitbal,쩐다
@user-cb4rj2tt5n,viva la viva
@jinjiibbai,"I used to rule the world Seas would rise when I gave the word Now in the morning I sweep alone Sweep the streets I used to own  I used to roll the dice Feel the fear in my enemy''s eyes Listen as the crowd would sing: ""Now the old king is dead! Long live the king!""  One minute I held the key Next the walls were closed on me And I discovered that my castles stand Upon pillars of salt and pillars of sand  I hear Jerusalem bells a ringing Roman Cavalry choirs are singing Be my mirror my sword and shield My missionaries in a foreign field For some reason I can''t explain Once you go there was never, never an honest word That was when I ruled the world   It was the wicked and wild wind Blew down the doors to let me in. Shattered windows and the sound of drums People couldn''t believe what I''d become  Revolutionaries wait For my head on a silver plate Just a puppet on a lonely string Oh who would ever want to be king?  I hear Jerusalem bells a ringing Roman Cavalry choirs are singing Be my mirror my sword and shield My missionaries in a foreign field For some reason I can''t explain I know Saint Peter won''t call my name Never an honest word But that was when I ruled the world  ooooo ooooo ooooo oooooo ooooo (repeat with chorus)  I hear Jerusalem bells a ringing Roman Cavalry choirs are singing Be my mirror my sword and shield My missionaries in a foreign field For some reason I can''t explain I know Saint Peter won''t call my name Never an honest word But that was when I ruled the world"
@tesslee3271,대머리 아저씨 박자 레전드다.. 진짜..
@hamzzi_GOD,진짜 볼때마다 웅장함... + 인이어를 안끼고 하네 고인물인듯
@lillllil1214,가사번역 by 영화번역가 박지훈  이 아니라 다행이네
@user-wp3dc2es3r,코로나 종식 선언 하고 인간승리 하고 마스크 찍고 이 노래 틀고  신나하는 날이 왔으면 좋겠다 ㅠㅡㅠ
@yeondalrae,2:33 와 소름이 쫙 돋는다
@user-lu5dg1cn2z,You r the best singer ive ever had?! ㅋㅋ
@saymiya25,조동사 used to 를 설명하기  좋은 가장 멋진 팝
@s30hyun,
@hjinii,남미 분들도 흥이 장난 아니네요
@davidjung7302,"이유 모를 전율, 콜드플레이 밴드 노래들은 다 좋지만 콘서트 라이브 영상과 함께 들으시면 더 좋답니다."
@user-qg1iq5kt5u,오오오오오오오오오오 오오오오오오오 팝송쳤는데 기가 막히게 찾아주네ㅋㅋㅋㅋㅋ
@user-fh1zt6dr7m,"오.. 몰락한 왕이 새로운 왕의 즉위를 보고 듣는 걸 표현한 것 같은데, 백성들의 노랫소리라는 가사와 콘서트장의 함성소리가 의도한 것처럼 잘 맞네"
@Sunny-hy4de,GOOD
@interesting7520,아아...
@user-du4sw8ep6p,이것이야 말로 세기의 명곡
@leetae007,같이 있고 싶다 같이 부르고 싶다 모두 즐거워 보인다
@user-jb5yl7ib4s,거리두기 풀린기념 성지순례왔습니다!!올해부터 콘서트가도되나요!?!?제발 ㅜㅜ
@moonin9u_na,오 가사번역 황석희님이네
@xjoon,와 3:00 카메라가 가르는데 소름 돋는다
@user-jo5fe6yc4j,"근데 이것저것 중요한것들이 많지만 그것보단 어쩌면 저에 대한 존경, 끝없는 경외야말로 우리 인간이 이뤄내야할 지향점이 아닌가싶어요.. ㅎ"
@user-dk6nc9dn3h,난...이 노래가 왜케 슬플까...
@10.sept.10,가히 압도적이다
@user-yt2yd6xg6v,우린 비바라비다
@user-on2wj2wy6k,멋찌다 저 함성도 뮤직비디오 저리가라네
@cloud-qh4kt,"I used to rule the world  Seas would rise when I gave the word  Now in the morning, I sleep alone  Sweep the streets I used to own  I used to roll the dice  Feel the fear in my enemy's eyes  Listen as the crowd would sing  Now the old king is dead! Long live the king!  One minute I held the key  Next the walls were closed on me  And I discovered that my castles stand  Upon pillars of salt and pillars of sand  I hear Jerusalem bells are ringing  Roman Cavalry choirs are singing  Be my mirror, my sword and shield  My missionaries in a foreign field  For some reason I can't explain  Once you go there was never, never a honest word  And that was when I ruled the world  It was a wicked and wild wind  Blew down the doors to let me in  Shattered windows and the sound of drums  People couldn't believe what I'd become  Revolutionaries wait  For my head on a silver plate  Just a puppet on a lonely string  Oh, who would ever want to be king?  I hear Jerusalem bells are ringing  Roman Calvary choirs are singing  Be my mirror, my sword and shield  My missionaries in a foreign field  For some reason I can't explain  I know Saint Peter won't call my name  Never an honest word  But that was when I ruled the world  Oh, oh, oh, oh, oh  I hear Jerusalem bells are ringing  Roman Calvary choirs are singing  Be my mirror, my sword and shield  My missionaries in a foreign field  For some reason I can't explain  I know Saint Peter won't call my name  Never an honest word  But that was when I ruled the world"
@user-zt7hl8ki1z,한 사람이 아니라 인류 전체 역사의 마지막 페이지에 어울릴만한 노래
@user-uy4yr7jb2k,북치는 아저씨 짱
@user-oo5ov1qi1y,우리는..
@user-nv4ff5hs3c,내가 가수라는 꿈을 갖게 해준 영상
@shriver1003,우와 진짜 유트브 알고리즘  미쳤다 고기집 에서 이노래 듣고 네이버로 노래찾기했는데 사람들 웅성웅성 말하는 소리로 못찾아서 지나갔는데  유트브 가 찾아주네 ㅋㅋ 유트브 도청 하나 ㅎㄹ
